time,Bx,By,Bz,BT
5.795079,-5.23,-22.20,-19.20,29.81
5.804246,-5.16,-22.29,-19.12,29.82
5.815482,-5.31,-22.07,-19.01,29.61
5.825239,-5.36,-21.92,-18.99,29.49
5.835915,-5.49,-21.84,-19.24,29.62
5.845860,-5.72,-21.86,-19.28,29.70
5.855699,-6.00,-21.98,-19.03,29.68
5.864501,-6.30,-22.24,-18.98,29.90
5.876059,-6.49,-22.37,-19.18,30.17
5.894691,-6.58,-22.29,-19.14,30.11
5.895308,-6.66,-22.39,-19.28,30.28
5.904784,-6.69,-22.39,-19.44,30.40
5.916017,-6.56,-22.52,-19.46,30.48
5.925002,-6.32,-22.65,-19.33,30.44
5.937977,-6.09,-22.65,-19.50,30.50
5.944636,-6.08,-22.67,-19.59,30.57
5.954566,-6.08,-22.61,-19.69,30.59
5.964507,-6.04,-22.54,-19.56,30.44
5.974563,-5.87,-22.31,-19.59,30.27
5.984803,-5.85,-22.22,-19.41,30.07
5.996990,-5.66,-22.22,-19.46,30.08
6.006784,-5.93,-21.96,-19.88,30.20
6.015624,-5.98,-21.73,-19.76,29.98
6.025479,-6.04,-21.69,-19.73,29.94
6.035024,-5.85,-21.88,-19.88,30.13
6.045488,-5.81,-22.05,-19.88,30.25
6.055742,-5.98,-22.41,-19.84,30.52
6.064751,-5.87,-22.48,-20.03,30.67
6.074691,-6.04,-22.48,-19.71,30.50
6.085732,-6.15,-22.56,-19.39,30.37
6.094950,-6.21,-22.76,-19.41,30.55
6.104288,-6.19,-22.61,-19.33,30.39
6.114923,-6.02,-22.48,-19.24,30.19
6.124747,-5.89,-22.35,-19.20,30.05
6.134570,-5.72,-22.03,-19.07,29.69
6.144453,-5.85,-22.03,-19.29,29.86
6.155383,-5.87,-22.05,-19.46,29.99
6.165282,-5.68,-22.22,-19.50,30.10
6.174921,-5.53,-22.14,-19.44,29.98
6.185567,-5.44,-21.99,-19.46,29.87
6.198320,-5.66,-22.07,-19.39,29.92
6.204499,-5.70,-21.99,-19.61,30.01
6.215578,-5.93,-21.99,-19.74,30.14
6.225783,-5.91,-21.94,-19.24,29.77
6.236477,-6.04,-21.86,-19.44,29.87
6.246402,-6.00,-21.73,-19.39,29.73
6.255576,-6.04,-21.77,-19.35,29.74
6.267629,-6.19,-21.90,-19.58,30.02
6.276770,-6.41,-21.69,-19.76,30.04
6.284646,-6.56,-21.60,-19.63,29.92
6.300554,-6.41,-21.75,-19.56,29.94
6.304313,-6.26,-21.81,-19.95,30.21
6.315113,-6.21,-21.75,-19.93,30.15
6.325819,-6.26,-21.77,-19.88,30.13
6.335236,-6.36,-21.60,-19.95,30.08
6.345120,-6.34,-21.58,-19.80,29.97
6.355583,-6.11,-21.66,-19.61,29.85
6.364482,-6.11,-21.69,-19.80,30.00
6.374827,-6.15,-21.73,-19.76,30.01
6.386620,-6.30,-21.73,-19.35,29.77
6.395514,-5.89,-21.83,-19.03,29.55
6.409837,-5.78,-21.86,-19.28,29.71
6.414913,-5.87,-21.99,-19.28,29.83
6.424281,-5.66,-22.31,-19.20,29.98
6.435536,-5.79,-22.37,-19.11,29.98
6.445827,-5.94,-22.56,-19.22,30.22
6.454875,-6.00,-22.58,-19.33,30.32
6.465403,-5.98,-22.52,-19.56,30.42
6.477006,-6.36,-22.33,-19.76,30.49
6.485708,-6.49,-22.43,-19.50,30.42
6.501333,-6.24,-22.31,-19.48,30.27
6.505400,-6.11,-22.12,-19.46,30.09
6.515379,-6.00,-22.01,-19.65,30.11
6.524430,-5.62,-21.98,-19.54,29.94
6.535785,-5.61,-21.92,-19.59,29.93
6.544653,-5.53,-21.94,-19.76,30.04
6.555735,-5.64,-22.14,-19.82,30.25
6.565453,-5.59,-22.03,-20.06,30.32
6.574751,-5.48,-22.29,-19.93,30.40
6.584546,-5.78,-22.12,-20.12,30.46
6.595200,-5.89,-22.16,-19.91,30.37
6.604472,-6.02,-22.33,-19.74,30.41
6.614551,-6.11,-22.54,-19.61,30.50
6.625404,-6.32,-22.78,-19.41,30.59
6.634678,-5.93,-22.95,-19.24,30.53
6.645661,-6.06,-22.95,-19.14,30.49
6.656274,-6.34,-22.73,-19.29,30.48
6.665251,-6.28,-22.95,-19.35,30.67
6.674661,-5.96,-22.78,-19.50,30.57
6.685758,-5.85,-22.76,-19.39,30.47
6.696157,-5.76,-22.56,-19.44,30.33
6.705092,-5.62,-22.52,-19.58,30.36
6.716205,-5.83,-22.35,-19.56,30.27
6.726337,-5.55,-22.33,-19.58,30.21
6.735478,-5.40,-22.37,-19.46,30.14
6.746225,-5.38,-22.50,-19.09,29.99
6.756084,-5.62,-22.71,-19.14,30.23
6.765161,-5.81,-22.39,-19.46,30.23
6.775544,-5.74,-22.33,-19.41,30.14
6.785009,-5.85,-22.05,-19.50,30.01
6.798687,-5.83,-22.16,-19.50,30.09
6.804419,-5.91,-22.22,-19.52,30.16
6.814569,-6.19,-22.14,-19.44,30.11
6.826053,-6.13,-21.81,-19.74,30.05
6.834595,-6.11,-21.69,-19.73,29.95
6.845349,-5.70,-22.03,-19.84,30.19
6.854716,-5.89,-22.01,-19.95,30.29
6.864492,-5.83,-22.09,-19.82,30.24
6.875691,-5.87,-22.12,-20.04,30.43
6.885318,-5.81,-22.31,-19.93,30.48
6.894778,-5.46,-22.46,-20.04,30.60
6.908690,-5.42,-22.78,-19.97,30.77
6.915234,-5.48,-22.78,-20.06,30.85
6.925114,-5.87,-22.67,-20.25,30.96
6.936274,-5.85,-22.67,-20.33,31.00
6.944750,-5.70,-22.78,-20.38,31.09
6.955528,-5.66,-22.44,-20.42,30.87
6.965422,-5.81,-22.29,-20.78,31.02
6.976335,-6.08,-22.11,-20.98,31.08
6.986304,-6.32,-21.92,-21.17,31.12
6.995277,-6.41,-21.96,-21.23,31.20
7.011488,-6.23,-22.03,-20.98,31.05
7.015045,-6.17,-22.09,-21.11,31.17
7.024476,-6.34,-22.14,-21.04,31.19
7.034689,-6.28,-22.22,-20.85,31.11
7.044534,-6.41,-22.18,-20.89,31.14
7.054733,-6.41,-22.35,-20.72,31.14
7.064536,-6.28,-22.43,-20.62,31.11
7.075735,-6.19,-22.46,-20.62,31.12
7.084981,-6.36,-22.26,-20.64,31.01
7.095153,-6.17,-22.12,-20.51,30.79
7.104322,-6.17,-21.79,-20.57,30.59
7.115155,-6.17,-21.79,-20.78,30.73
7.124525,-6.08,-21.79,-20.59,30.59
7.134659,-6.02,-21.66,-20.74,30.58
7.144559,-5.98,-21.60,-20.81,30.59
7.156246,-5.81,-21.53,-20.72,30.44
7.164505,-5.83,-21.79,-20.78,30.66
7.174745,-6.06,-22.01,-20.55,30.72
7.184570,-5.89,-22.26,-20.38,30.75
7.196535,-6.13,-22.14,-20.27,30.64
7.205521,-5.98,-22.18,-19.99,30.45
7.215896,-6.02,-22.11,-19.74,30.24
7.225904,-6.04,-22.24,-19.41,30.13
7.236082,-6.23,-22.12,-19.20,29.95
7.244473,-6.19,-21.81,-19.07,29.62
7.254752,-6.32,-21.77,-19.20,29.71
7.264566,-6.54,-21.64,-19.56,29.89
7.275695,-6.39,-21.83,-19.52,29.97
7.285321,-6.51,-21.73,-19.71,30.05
7.298853,-6.08,-21.96,-19.82,30.20
7.304433,-6.08,-21.83,-20.04,30.25
7.315153,-5.96,-22.07,-19.73,30.19
7.324977,-5.98,-22.39,-19.74,30.44
7.334815,-5.78,-22.41,-19.58,30.31
7.345401,-5.70,-22.48,-19.31,30.18
7.354657,-5.76,-22.54,-19.20,30.16
7.364592,-5.68,-22.67,-19.03,30.14
7.376521,-5.96,-22.58,-19.03,30.12
7.384742,-6.00,-22.54,-18.99,30.08
7.394777,-5.85,-22.54,-19.56,30.41
7.407801,-5.83,-22.50,-19.35,30.24
7.415078,-5.70,-22.43,-19.35,30.16
7.425794,-5.66,-22.29,-19.22,29.97
7.435501,-5.62,-22.37,-19.35,30.11
7.445898,-5.83,-22.33,-19.52,30.23
7.455459,-5.78,-22.46,-19.46,30.28
7.466415,-5.68,-22.46,-19.63,30.37
7.476271,-5.83,-22.48,-19.48,30.31
7.484897,-5.74,-22.48,-19.74,30.47
7.495351,-5.76,-22.50,-19.73,30.47
7.504268,-5.53,-22.61,-19.78,30.55
7.514542,-5.49,-22.54,-19.78,30.49
7.525446,-5.21,-22.43,-19.48,30.16
7.535469,-5.18,-22.28,-19.33,29.94
7.545988,-5.14,-22.31,-19.16,29.86
7.554909,-5.27,-22.14,-19.12,29.73
7.565710,-5.38,-22.09,-19.05,29.66
7.574730,-5.42,-22.01,-19.22,29.72
7.585786,-5.66,-22.16,-19.41,30.00
7.595378,-5.62,-21.96,-19.39,29.83
7.604481,-5.72,-21.90,-19.56,29.91
7.614539,-6.02,-22.12,-19.91,30.37
7.624910,-6.11,-21.94,-19.78,30.16
7.635568,-5.91,-22.11,-19.80,30.26
7.645377,-5.78,-22.07,-19.71,30.14
7.655004,-5.70,-22.05,-19.73,30.13
7.664493,-5.55,-21.90,-19.56,29.88
7.675758,-5.66,-22.01,-19.58,30.00
7.686419,-5.59,-22.12,-19.46,29.99
7.695651,-5.34,-22.12,-19.58,30.02
7.705366,-5.27,-22.37,-19.50,30.14
7.715343,-5.29,-22.29,-19.29,29.95
7.724857,-5.31,-22.54,-19.24,30.10
7.735509,-5.31,-22.54,-19.20,30.08
7.745062,-5.34,-22.67,-19.24,30.21
7.755140,-5.27,-22.76,-19.20,30.24
7.765189,-5.34,-22.89,-19.29,30.41
7.775778,-5.46,-22.73,-19.11,30.19
7.784700,-5.66,-22.65,-19.29,30.29
7.798139,-5.72,-22.54,-19.59,30.41
7.804345,-5.79,-22.48,-19.61,30.39
7.815788,-5.83,-22.58,-19.61,30.47
7.825018,-5.94,-22.50,-19.67,30.47
7.834591,-6.04,-22.43,-19.82,30.53
7.844398,-6.15,-22.26,-19.71,30.36
7.855090,-6.13,-22.35,-19.65,30.38
7.864870,-6.15,-22.37,-19.80,30.50
7.875788,-6.09,-22.58,-19.67,30.56
7.885293,-6.30,-22.50,-19.80,30.63
7.899214,-6.36,-22.67,-19.76,30.74
7.904947,-6.30,-22.61,-19.78,30.70
7.916612,-6.32,-22.73,-19.86,30.83
7.925977,-6.26,-22.69,-19.91,30.83
7.935265,-6.43,-22.82,-19.48,30.69
7.945363,-6.32,-22.88,-19.28,30.57
7.955753,-6.30,-22.78,-19.20,30.45
7.964782,-5.89,-22.86,-19.22,30.44
7.975679,-5.96,-22.71,-19.22,30.34
7.985553,-6.06,-22.73,-19.20,30.36
7.995129,-5.94,-22.69,-19.01,30.19
8.010666,-5.79,-22.74,-19.16,30.30
8.015219,-5.64,-22.71,-19.63,30.54
8.024539,-5.51,-22.74,-19.69,30.58
8.035362,-5.61,-22.91,-19.65,30.70
8.045513,-5.93,-22.48,-19.69,30.46
8.054786,-5.87,-22.41,-19.71,30.41
8.064761,-5.68,-22.26,-19.61,30.20
8.075626,-5.59,-22.12,-19.44,29.98
8.084450,-5.70,-22.26,-19.35,30.04
8.095856,-5.46,-22.20,-19.14,29.82
8.104435,-5.66,-22.11,-19.11,29.76
8.114966,-5.44,-21.94,-19.24,29.68
8.124737,-5.55,-22.22,-19.31,29.96
8.134916,-5.46,-22.18,-19.39,29.96
8.145221,-5.64,-22.24,-19.37,30.03
8.155745,-5.74,-22.39,-19.52,30.25
8.165418,-5.59,-22.31,-19.59,30.22
8.175556,-5.59,-22.31,-19.80,30.35
8.186071,-5.42,-22.48,-19.63,30.33
8.196271,-5.68,-22.41,-19.71,30.38
8.204709,-5.57,-22.59,-19.59,30.42
8.215033,-5.64,-22.58,-19.44,30.32
8.224465,-5.70,-22.54,-19.74,30.50
8.234674,-5.59,-22.56,-19.69,30.46
8.245199,-5.64,-22.54,-19.71,30.47
8.255045,-5.94,-22.59,-19.58,30.48
8.265432,-6.23,-22.43,-19.88,30.60
8.274883,-6.04,-22.31,-19.78,30.42
8.284673,-5.85,-22.14,-19.67,30.19
8.296368,-5.98,-22.09,-19.73,30.21
8.304778,-5.76,-22.16,-19.44,30.04
8.315357,-6.02,-22.33,-19.46,30.23
8.324750,-6.13,-22.31,-19.52,30.27
8.334729,-6.02,-22.18,-19.52,30.15
8.344466,-6.09,-22.18,-19.39,30.08
8.354932,-6.26,-22.56,-19.61,30.54
8.365269,-6.30,-22.52,-19.67,30.56
8.375046,-6.11,-22.61,-19.80,30.67
8.384650,-6.28,-22.67,-19.76,30.72
8.399050,-6.02,-22.63,-19.89,30.73
8.407317,-6.04,-22.65,-19.84,30.71
8.416698,-5.96,-22.58,-20.04,30.77
8.426807,-5.61,-22.61,-19.95,30.67
8.436135,-5.46,-22.46,-19.59,30.30
8.444506,-5.42,-22.56,-19.54,30.33
8.455418,-5.34,-22.65,-19.39,30.29
8.465412,-5.19,-22.54,-19.54,30.28
8.475217,-5.40,-22.28,-19.59,30.15
8.485518,-5.33,-22.28,-19.54,30.10
8.494767,-5.55,-22.16,-19.67,30.15
8.509921,-5.62,-22.14,-19.73,30.18
8.515064,-5.59,-22.01,-19.82,30.14
8.524183,-5.61,-22.20,-19.61,30.15
8.534772,-5.68,-22.14,-19.52,30.06
8.544983,-5.76,-22.12,-19.54,30.07
8.555202,-5.74,-22.26,-19.14,29.91
8.564499,-5.78,-22.29,-19.20,29.98
8.575381,-5.70,-22.48,-18.64,29.75
8.585422,-5.76,-22.56,-18.54,29.76
8.602818,-5.91,-22.84,-18.39,29.91
8.604366,-5.76,-22.69,-18.51,29.84
8.614582,-5.70,-22.65,-18.68,29.90
8.624484,-5.64,-22.52,-18.68,29.79
8.636546,-5.62,-22.58,-18.75,29.88
8.646398,-5.78,-22.59,-18.68,29.88
8.655490,-5.79,-22.58,-18.99,30.07
8.666314,-5.66,-22.63,-19.12,30.17
8.674932,-5.51,-22.29,-19.35,30.03
8.684397,-5.61,-22.29,-19.67,30.25
8.695605,-5.59,-22.24,-19.69,30.22
8.704901,-5.74,-22.52,-19.67,30.44
8.714905,-5.64,-22.26,-19.74,30.28
8.724353,-5.42,-22.09,-19.74,30.12
8.735594,-5.49,-22.11,-19.76,30.16
8.745127,-5.78,-21.99,-19.86,30.19
8.755548,-6.00,-22.24,-19.78,30.36
8.765299,-6.09,-22.24,-19.52,30.21
8.774512,-6.32,-22.24,-19.44,30.21
8.785003,-6.09,-22.09,-19.43,30.04
8.795938,-6.00,-22.14,-19.52,30.12
8.805654,-6.08,-21.98,-19.63,30.09
8.815068,-5.93,-21.84,-19.54,29.90
8.824484,-5.94,-21.86,-19.52,29.90
8.835143,-5.83,-21.86,-19.65,29.97
8.845467,-5.76,-21.98,-19.59,30.00
8.854686,-5.66,-22.12,-19.46,30.01
8.864649,-5.79,-22.39,-19.46,30.23
8.876026,-6.02,-22.44,-19.44,30.30
8.885286,-6.09,-22.59,-19.29,30.33
8.896762,-6.17,-22.48,-19.46,30.37
8.905816,-6.13,-22.50,-19.33,30.29
8.916539,-6.23,-22.50,-19.48,30.41
8.924207,-6.24,-22.29,-19.63,30.35
8.934539,-6.26,-22.20,-19.69,30.33
8.945104,-6.41,-21.99,-19.69,30.21
8.955697,-6.34,-22.18,-19.54,30.23
8.964493,-6.26,-22.18,-19.80,30.39
8.975634,-6.26,-22.35,-19.71,30.45
8.985121,-6.08,-22.31,-19.88,30.49
8.994835,-6.08,-22.26,-19.43,30.16
9.008708,-5.93,-22.12,-19.50,30.08
9.014478,-5.83,-22.16,-19.56,30.13
9.024757,-5.72,-22.18,-19.65,30.18
9.034917,-5.68,-22.31,-19.69,30.29
9.044438,-5.83,-22.43,-19.67,30.39
9.054753,-5.74,-22.52,-19.74,30.49
9.065382,-5.85,-22.54,-19.78,30.55
9.074603,-5.76,-22.48,-20.08,30.69
9.085411,-6.13,-22.67,-19.78,30.70
9.095174,-6.21,-22.69,-19.80,30.75
9.104642,-6.24,-22.74,-19.93,30.88
9.119147,-6.39,-22.33,-20.03,30.67
9.127099,-6.23,-22.22,-19.91,30.48
9.136690,-6.24,-22.01,-19.86,30.30
9.146021,-6.28,-22.05,-19.86,30.33
9.155042,-6.38,-22.16,-19.88,30.44
9.164872,-6.32,-22.24,-20.14,30.66
9.174637,-6.21,-22.14,-20.06,30.52
9.185115,-6.11,-22.05,-19.71,30.20
9.195312,-5.93,-22.37,-19.71,30.39
9.213337,-5.87,-22.46,-19.71,30.45
9.215923,-5.78,-22.41,-19.88,30.50
9.225151,-5.70,-22.20,-19.59,30.15
9.235223,-5.55,-22.18,-19.61,30.12
9.244484,-5.55,-22.11,-19.44,29.96
9.255728,-5.81,-22.37,-19.50,30.24
9.264430,-5.96,-22.52,-19.44,30.34
9.274933,-6.09,-22.58,-19.24,30.28
9.284507,-5.93,-22.61,-19.28,30.30
9.295305,-6.28,-22.67,-19.14,30.33
9.305070,-6.32,-22.99,-19.35,30.70
9.314609,-6.45,-22.82,-19.43,30.65
9.324914,-6.28,-22.89,-19.59,30.78
9.335776,-6.23,-22.80,-19.80,30.83
9.344616,-6.11,-22.65,-19.89,30.76
9.355532,-5.98,-22.46,-20.18,30.78
9.366118,-6.23,-22.50,-19.97,30.72
9.375549,-6.11,-22.78,-19.78,30.78
9.385265,-6.08,-22.52,-19.88,30.64
9.396382,-5.98,-22.67,-19.80,30.69
9.405488,-6.08,-22.59,-19.76,30.63
9.415609,-6.08,-22.37,-19.63,30.38
9.425138,-6.00,-22.58,-19.67,30.54
9.434614,-5.94,-22.59,-19.54,30.46
9.445036,-5.89,-22.65,-19.48,30.45
9.455581,-5.66,-22.50,-19.61,30.38
9.464496,-5.61,-22.52,-19.63,30.40
9.476819,-5.72,-22.44,-19.59,30.34
9.485182,-5.76,-22.44,-19.50,30.28
9.495562,-5.79,-22.56,-19.54,30.40
9.507461,-5.85,-22.24,-19.63,30.23
9.514628,-6.02,-22.14,-19.86,30.35
9.524329,-6.13,-21.98,-20.23,30.49
9.534819,-5.94,-21.86,-20.42,30.50
9.544370,-6.13,-21.81,-20.44,30.51
9.554532,-5.94,-21.83,-20.46,30.50
9.564879,-5.91,-21.88,-20.49,30.56
9.574538,-5.79,-21.86,-20.38,30.45
9.586223,-5.94,-22.20,-20.40,30.73
9.596069,-5.93,-22.20,-20.12,30.54
9.608462,-5.85,-22.39,-19.99,30.58
9.616158,-6.26,-22.50,-19.76,30.59
9.625930,-6.00,-22.67,-19.67,30.61
9.635267,-5.91,-22.67,-19.65,30.58
9.645557,-5.91,-22.50,-19.93,30.63
9.654325,-5.87,-22.59,-19.97,30.72
9.664450,-5.59,-22.39,-19.76,30.38
9.674701,-5.70,-22.46,-19.89,30.54
9.684565,-5.49,-22.16,-19.86,30.26
9.696009,-5.40,-22.20,-20.04,30.39
9.706158,-5.70,-22.16,-20.04,30.42
9.720493,-5.94,-22.07,-20.06,30.41
9.726480,-5.93,-22.26,-19.91,30.45
9.734883,-5.94,-22.22,-20.03,30.50
9.745533,-6.13,-22.35,-20.21,30.75
9.755464,-6.30,-22.43,-20.48,31.01
9.765004,-6.58,-22.52,-20.46,31.13
9.775574,-6.60,-22.35,-20.16,30.81
9.785002,-6.39,-22.46,-20.12,30.83
9.795746,-6.49,-22.78,-20.23,31.15
9.805480,-6.43,-22.52,-20.16,30.90
9.814691,-6.38,-22.50,-19.95,30.74
9.826169,-6.24,-22.46,-19.86,30.62
9.835457,-5.93,-22.11,-19.48,30.06
9.846154,-5.76,-22.14,-19.54,30.09
9.856812,-5.85,-22.22,-19.73,30.28
9.865359,-5.89,-22.09,-19.73,30.19
9.875500,-5.81,-21.69,-19.58,29.79
9.884583,-5.96,-21.64,-19.59,29.79
9.894453,-6.19,-21.69,-19.67,29.93
9.906391,-6.13,-21.58,-19.69,29.85
9.915980,-6.21,-21.66,-19.86,30.03
9.924742,-6.34,-21.75,-19.82,30.10
9.935163,-6.04,-21.94,-19.76,30.14
9.945401,-5.89,-21.83,-19.50,29.85
9.954661,-5.66,-21.92,-19.56,29.92
9.965834,-5.38,-21.94,-19.54,29.87
9.975823,-5.23,-21.83,-19.52,29.74
9.984479,-5.29,-22.05,-19.39,29.83
9.994841,-5.21,-22.18,-19.41,29.93
10.005878,-5.29,-22.16,-19.22,29.81
10.015480,-5.21,-22.09,-18.98,29.58
10.024648,-5.48,-22.31,-19.20,29.94
10.034591,-5.48,-22.39,-19.20,30.00
10.044515,-5.64,-22.50,-19.12,30.06
10.054828,-5.59,-22.63,-19.07,30.12
10.066607,-5.74,-22.52,-19.35,30.24
10.075992,-5.85,-22.56,-19.14,30.16
10.085547,-5.66,-22.65,-19.14,30.19
10.096203,-5.78,-22.65,-19.43,30.39
10.107778,-5.44,-22.56,-19.28,30.16
10.114508,-5.57,-22.65,-19.28,30.26
10.124249,-5.57,-22.63,-19.44,30.35
10.135360,-5.40,-22.54,-19.44,30.25
10.144476,-5.18,-22.56,-19.31,30.14
10.154598,-5.12,-22.58,-19.43,30.22
10.164421,-5.03,-22.44,-19.56,30.19
10.174524,-5.29,-22.44,-19.52,30.21
10.185232,-5.40,-22.43,-19.74,30.36
10.194766,-5.29,-22.22,-19.69,30.15
10.205194,-5.31,-22.37,-19.58,30.19
10.220249,-5.62,-22.52,-19.46,30.29
10.225224,-5.76,-22.31,-19.63,30.27
10.236222,-5.72,-22.44,-19.59,30.34
10.245857,-5.93,-22.59,-19.58,30.48
10.255181,-5.53,-22.44,-19.50,30.24
10.264737,-5.55,-22.33,-19.41,30.10
10.274596,-5.59,-22.52,-19.41,30.25
10.285213,-5.55,-22.35,-19.50,30.18
10.294665,-5.61,-22.16,-19.73,30.19
10.306076,-5.70,-22.16,-19.39,29.99
10.315259,-5.74,-21.98,-19.43,29.89
10.325365,-5.83,-21.73,-19.22,29.59
10.336251,-5.93,-21.75,-19.54,29.83
10.345232,-5.94,-21.62,-19.61,29.79
10.354934,-5.96,-21.66,-19.44,29.71
10.365338,-5.96,-21.79,-19.31,29.72
10.375061,-5.74,-21.81,-19.12,29.57
10.384997,-5.74,-21.94,-19.16,29.69
10.395984,-5.74,-22.03,-19.26,29.82
10.406093,-5.44,-22.05,-19.46,29.91
10.416263,-5.42,-22.14,-19.24,29.83
10.424818,-5.36,-22.37,-19.07,29.88
10.435281,-5.49,-22.16,-19.22,29.84
10.445354,-5.49,-22.41,-19.11,29.95
10.454675,-5.59,-22.33,-19.26,30.01
10.465342,-5.57,-22.56,-19.26,30.18
10.475564,-5.46,-22.58,-18.96,29.98
10.485339,-5.91,-22.59,-19.18,30.22
10.495837,-5.96,-22.61,-19.22,30.27
10.509496,-5.83,-22.48,-19.26,30.17
10.516382,-5.76,-22.65,-19.29,30.31
10.524756,-5.85,-22.31,-19.43,30.16
10.535280,-5.87,-22.52,-19.44,30.32
10.546096,-6.02,-22.28,-19.61,30.28
10.555576,-6.17,-22.26,-19.82,30.43
10.565393,-6.08,-22.52,-19.52,30.41
10.577846,-6.08,-22.43,-19.59,30.39
10.587029,-6.17,-22.56,-19.43,30.40
10.595398,-6.36,-22.43,-19.29,30.26
10.609329,-6.28,-22.41,-19.63,30.44
10.614870,-6.28,-22.28,-19.91,30.53
10.625254,-6.15,-22.14,-19.95,30.43
10.636876,-6.08,-22.11,-19.95,30.39
10.645333,-6.06,-21.99,-20.08,30.39
10.654479,-6.04,-22.18,-20.18,30.59
10.664951,-6.39,-21.99,-20.48,30.72
10.675722,-6.23,-22.12,-20.59,30.86
10.685208,-6.09,-22.14,-20.29,30.64
10.694932,-6.11,-22.09,-20.19,30.55
10.711769,-6.17,-22.22,-20.14,30.61
10.714869,-6.23,-22.12,-20.06,30.51
10.724181,-5.98,-22.22,-20.10,30.55
10.734665,-6.09,-22.03,-20.04,30.40
10.747201,-5.93,-21.94,-19.99,30.26
10.754818,-5.91,-21.81,-19.84,30.07
10.764599,-5.89,-21.94,-19.99,30.26
10.774835,-5.93,-22.12,-19.78,30.26
10.786542,-5.87,-21.96,-19.78,30.13
10.796017,-5.76,-22.11,-19.95,30.33
10.805285,-5.78,-21.99,-19.76,30.13
10.820676,-5.76,-21.99,-19.44,29.92
10.825154,-5.74,-22.24,-19.29,29.99
10.834361,-5.66,-22.26,-19.28,29.98
10.844922,-5.85,-22.11,-19.20,29.86
10.856819,-5.81,-22.11,-19.20,29.85
10.864915,-5.66,-22.39,-18.86,29.82
10.874796,-5.72,-22.16,-18.73,29.58
10.885417,-5.74,-22.05,-18.86,29.58
10.894745,-5.83,-22.03,-18.98,29.66
10.904503,-5.62,-22.05,-19.16,29.75
10.914900,-5.59,-22.09,-19.07,29.71
10.924377,-5.55,-22.09,-18.88,29.58
10.934662,-5.55,-21.86,-19.03,29.51
10.944574,-5.78,-21.68,-19.44,29.69
10.955692,-5.83,-21.90,-19.14,29.67
10.966036,-5.91,-22.07,-19.07,29.76
10.974721,-5.85,-22.28,-19.09,29.91
10.984923,-5.96,-22.26,-19.03,29.88
10.995647,-6.04,-22.35,-19.29,30.14
11.005893,-6.06,-22.56,-19.22,30.25
11.014774,-6.06,-22.78,-19.12,30.36
11.026901,-5.94,-22.82,-19.05,30.31
11.036058,-5.74,-22.63,-19.33,30.31
11.045993,-5.61,-22.54,-19.43,30.28
11.056251,-5.48,-22.35,-19.46,30.14
11.065952,-5.59,-22.39,-19.39,30.14
11.074746,-5.62,-22.28,-19.67,30.24
11.084700,-5.61,-22.07,-19.86,30.21
11.094937,-5.72,-21.99,-19.84,30.17
11.108298,-5.61,-22.01,-19.50,29.94
11.115326,-5.78,-22.01,-19.69,30.09
11.126015,-6.08,-22.18,-19.63,30.24
11.135926,-6.00,-22.29,-19.67,30.33
11.144776,-6.06,-22.18,-19.91,30.42
11.154535,-6.11,-22.33,-19.54,30.29
11.164458,-6.13,-22.41,-19.59,30.39
11.175364,-6.02,-22.56,-19.74,30.57
11.185288,-6.08,-22.69,-20.01,30.85
11.194942,-5.98,-22.84,-19.78,30.80
11.209033,-5.81,-22.59,-19.56,30.44
11.216636,-5.98,-22.54,-19.59,30.46
11.224345,-5.78,-22.61,-19.41,30.35
11.235339,-5.72,-22.63,-19.35,30.32
11.247078,-5.59,-22.56,-19.05,30.05
11.254654,-5.64,-22.22,-18.94,29.73
11.265496,-5.55,-22.14,-18.84,29.60
11.276660,-5.68,-22.05,-18.92,29.60
11.286025,-5.51,-22.11,-18.98,29.65
11.296714,-5.38,-22.11,-19.14,29.73
11.304926,-5.40,-22.07,-19.12,29.70
11.319471,-5.46,-22.09,-19.20,29.77
11.324592,-5.61,-22.12,-19.46,30.00
11.335195,-5.59,-22.35,-19.44,30.15
11.345507,-5.64,-22.28,-19.46,30.11
11.356226,-5.49,-22.35,-19.33,30.06
11.364616,-5.91,-22.41,-19.67,30.39
11.375617,-6.34,-22.35,-19.54,30.35
11.384586,-6.53,-22.33,-19.35,30.26
11.395000,-6.43,-22.12,-19.44,30.15
11.404743,-6.26,-22.11,-19.50,30.14
11.421698,-6.15,-22.05,-19.41,30.01
11.425707,-6.24,-22.22,-19.37,30.13
11.435345,-6.28,-22.26,-19.44,30.21
11.444781,-6.04,-22.18,-19.28,30.00
11.455210,-5.64,-22.18,-19.18,29.86
11.465483,-5.61,-22.26,-19.46,30.09
11.474642,-5.57,-22.54,-19.50,30.32
11.484572,-5.78,-22.65,-19.44,30.40
11.495637,-5.68,-22.73,-19.52,30.49
11.506341,-5.57,-22.44,-19.37,30.16
11.516771,-5.62,-22.39,-19.43,30.17
11.526376,-5.62,-22.59,-19.46,30.35
11.535666,-5.87,-22.84,-19.67,30.71
11.545049,-5.98,-22.78,-19.61,30.65
11.555620,-5.98,-22.65,-19.58,30.53
11.565659,-5.89,-22.61,-19.67,30.54
11.575898,-6.11,-22.58,-19.67,30.56
11.585263,-6.24,-22.78,-20.23,31.10
11.594751,-6.30,-22.80,-20.14,31.07
11.605521,-6.38,-22.65,-19.99,30.87
